customer_id,income,employment_status,age_band,debt_to_income,credit_history_length,existing_debt,missed_payments_12m,housing_status,region,digital_access_score,protected_group_proxy,loan_default
ECB-01271,60697.0,employed,65+,0.57,22.2,26214.0,2,mortgage,Rural,49.4,A,0
ECB-01272,48477.0,employed,35-49,0.239,8.1,10757.0,1,private_rent,Galway,73.7,B,0
ECB-01273,28982.0,self_employed,50-64,0.236,13.5,7147.0,0,owner,Limerick,90.0,A,0
ECB-01274,83481.0,employed,50-64,0.672,12.6,57968.0,2,owner,Galway,83.2,A,1
ECB-01275,71324.0,employed,35-49,0.28,8.4,10199.0,0,private_rent,Dublin,43.3,A,1
ECB-01276,31085.0,employed,50-64,0.653,1.7,23057.0,0,mortgage,Cork,65.9,A,0
ECB-01277,80890.0,employed,18-24,0.766,4.0,70316.0,0,private_rent,Limerick,86.7,A,0
ECB-01278,33493.0,part_time,50-64,0.596,5.7,22461.0,1,private_rent,Rural,77.4,A,0
ECB-01279,43460.0,self_employed,65+,0.213,10.5,7772.0,2,owner,Dublin,55.3,A,0
ECB-01280,54783.0,employed,18-24,0.736,5.3,40929.0,2,private_rent,Galway,38.5,A,1
ECB-01281,46092.0,employed,50-64,0.108,1.0,2036.0,0,mortgage,Dublin,56.9,A,0
ECB-01282,59593.0,employed,65+,0.455,9.0,15037.0,2,mortgage,Rural,53.2,A,0
ECB-01283,50731.0,self_employed,25-34,0.32,3.2,6878.0,1,owner,Dublin,42.3,A,0
ECB-01284,12619.0,unemployed,35-49,0.395,7.2,3758.0,1,social_rent,Limerick,77.3,B,1
ECB-01285,12000.0,unemployed,65+,0.545,9.5,7333.0,2,private_rent,Dublin,49.9,A,0
ECB-01286,53203.0,employed,65+,0.184,9.8,8492.0,0,mortgage,Galway,11.4,B,0
ECB-01287,35472.0,employed,25-34,0.586,9.2,14952.0,0,living_with_family,Galway,52.8,B,0
ECB-01288,66176.0,employed,25-34,0.203,6.2,13233.0,0,mortgage,Dublin,62.8,A,0
ECB-01289,57916.0,self_employed,35-49,0.396,8.5,18111.0,1,social_rent,Rural,65.7,A,0
ECB-01290,35889.0,employed,25-34,0.16,2.7,4115.0,1,private_rent,Rural,88.6,B,0
ECB-01291,73891.0,self_employed,25-34,0.26,4.2,16422.0,1,living_with_family,Rural,78.4,A,0
ECB-01292,51133.0,employed,18-24,0.162,15.1,6309.0,0,social_rent,Dublin,43.4,A,0
ECB-01293,50193.0,employed,25-34,0.319,4.9,13814.0,2,living_with_family,Limerick,41.2,A,0
ECB-01294,43820.0,employed,35-49,0.242,0.0,10510.0,0,owner,Galway,63.2,A,0
ECB-01295,89522.0,employed,35-49,0.251,10.3,16179.0,0,private_rent,Galway,65.3,B,0
ECB-01296,30445.0,employed,35-49,0.4,4.8,8296.0,1,private_rent,Cork,80.9,B,0
ECB-01297,36295.0,employed,50-64,0.135,9.8,3917.0,1,private_rent,Galway,94.1,B,0
ECB-01298,14910.0,part_time,35-49,0.45,8.0,7211.0,1,mortgage,Dublin,95.1,B,0
ECB-01299,64668.0,employed,25-34,0.73,11.4,32507.0,0,living_with_family,Cork,60.0,A,1
ECB-01300,35884.0,employed,18-24,0.246,4.0,9074.0,1,mortgage,Dublin,84.8,A,0
ECB-01301,33966.0,self_employed,25-34,0.637,7.3,18245.0,1,mortgage,Dublin,70.7,B,1
ECB-01302,20619.0,part_time,25-34,0.369,14.5,2735.0,0,mortgage,Dublin,43.4,B,0
ECB-01303,43168.0,employed,25-34,0.536,0.0,16911.0,1,owner,Dublin,29.0,B,0
ECB-01304,14820.0,part_time,18-24,0.258,0.0,1979.0,0,private_rent,Limerick,65.6,B,0
ECB-01305,12000.0,unemployed,25-34,0.317,4.2,1792.0,1,owner,Galway,41.1,A,0
ECB-01306,57295.0,self_employed,35-49,0.58,0.0,17870.0,1,private_rent,Dublin,52.7,A,0
ECB-01307,16213.0,self_employed,35-49,0.348,6.0,5197.0,0,social_rent,Limerick,50.7,B,0
ECB-01308,68484.0,employed,65+,0.182,10.5,10632.0,0,mortgage,Rural,55.9,A,0
ECB-01309,32909.0,unemployed,50-64,0.33,13.6,8456.0,3,private_rent,Rural,91.1,A,0
ECB-01310,43308.0,employed,35-49,0.402,8.0,13004.0,0,owner,Rural,68.2,A,0
ECB-01311,29288.0,unemployed,25-34,0.565,7.4,10936.0,0,social_rent,Rural,58.3,A,1
ECB-01312,46124.0,self_employed,35-49,0.485,6.5,23703.0,1,living_with_family,Galway,30.8,A,0
ECB-01313,95766.0,employed,18-24,0.206,0.0,21607.0,0,owner,Rural,76.3,A,0
ECB-01314,37976.0,employed,35-49,0.427,13.1,15586.0,0,private_rent,Rural,68.5,A,0
ECB-01315,16088.0,self_employed,35-49,0.342,14.8,3190.0,1,mortgage,Dublin,58.1,A,0
ECB-01316,44983.0,self_employed,35-49,0.161,2.2,7834.0,0,private_rent,Rural,89.0,A,0
ECB-01317,100567.0,employed,25-34,0.705,16.9,71251.0,2,private_rent,Limerick,46.6,A,0
ECB-01318,36780.0,part_time,35-49,0.274,5.0,4524.0,1,mortgage,Limerick,55.7,A,0
ECB-01319,22927.0,part_time,50-64,0.608,4.6,8692.0,0,private_rent,Rural,63.6,A,1
ECB-01320,54068.0,employed,50-64,0.468,11.0,15497.0,0,mortgage,Cork,57.9,A,0
ECB-01321,72186.0,employed,35-49,0.663,11.4,44734.0,1,mortgage,Cork,77.9,A,0
ECB-01322,44868.0,employed,35-49,0.52,8.1,17935.0,0,social_rent,Galway,76.4,A,0
ECB-01323,84836.0,part_time,18-24,0.588,2.7,28092.0,0,owner,Limerick,81.9,B,0
ECB-01324,36944.0,employed,50-64,0.188,14.6,3712.0,1,private_rent,Rural,77.0,A,0
ECB-01325,45392.0,part_time,35-49,0.489,5.3,15883.0,1,owner,Rural,65.9,A,0
ECB-01326,65701.0,employed,25-34,0.575,8.1,33366.0,0,social_rent,Limerick,61.9,A,0
ECB-01327,34033.0,self_employed,25-34,0.123,17.3,3166.0,0,private_rent,Rural,76.2,A,0
ECB-01328,34670.0,employed,65+,0.367,6.5,7116.0,0,mortgage,Dublin,43.6,B,0
ECB-01329,66356.0,employed,35-49,0.197,6.1,11056.0,0,mortgage,Rural,63.9,B,0
ECB-01330,30857.0,part_time,35-49,0.235,13.8,8319.0,0,mortgage,Dublin,77.2,A,0
ECB-01331,48863.0,employed,35-49,0.636,11.2,15281.0,2,living_with_family,Galway,65.5,B,1
ECB-01332,22333.0,employed,35-49,0.545,13.1,9413.0,1,mortgage,Dublin,73.6,A,0
ECB-01333,21925.0,unemployed,35-49,0.401,1.6,5717.0,1,mortgage,Galway,53.8,A,0
ECB-01334,18573.0,unemployed,25-34,0.143,10.2,1397.0,2,private_rent,Cork,92.3,A,0
ECB-01335,28091.0,part_time,35-49,0.466,7.0,13747.0,1,mortgage,Dublin,48.1,A,0
ECB-01336,54852.0,employed,35-49,0.716,20.3,43828.0,0,mortgage,Galway,75.9,A,0
ECB-01337,38787.0,self_employed,18-24,0.27,8.7,6599.0,1,mortgage,Limerick,59.3,A,1
ECB-01338,22150.0,part_time,50-64,0.14,8.4,1951.0,0,owner,Dublin,87.5,A,0
ECB-01339,41821.0,employed,25-34,0.372,10.0,6586.0,0,private_rent,Limerick,83.9,A,0
ECB-01340,37839.0,employed,35-49,0.572,8.8,18282.0,0,social_rent,Dublin,68.0,A,0
ECB-01341,77127.0,part_time,35-49,0.374,12.1,10716.0,1,social_rent,Dublin,96.0,A,0
ECB-01342,70287.0,employed,35-49,0.423,4.0,22206.0,0,social_rent,Dublin,64.6,A,0
ECB-01343,30158.0,self_employed,35-49,0.497,15.6,7085.0,0,mortgage,Galway,83.9,A,0
ECB-01344,40803.0,unemployed,65+,0.453,6.6,16413.0,2,mortgage,Limerick,38.9,A,0
ECB-01345,38377.0,self_employed,35-49,0.819,9.6,34367.0,1,private_rent,Galway,75.3,A,0
ECB-01346,42527.0,employed,50-64,0.197,4.2,3527.0,0,living_with_family,Rural,46.2,B,0
ECB-01347,69831.0,employed,50-64,0.298,8.7,20202.0,2,private_rent,Galway,68.4,A,1
ECB-01348,19216.0,employed,25-34,0.418,13.6,8144.0,1,mortgage,Limerick,67.1,A,0
ECB-01349,37721.0,employed,25-34,0.342,0.0,6337.0,1,private_rent,Rural,78.8,B,0
ECB-01350,22336.0,part_time,35-49,0.501,7.6,12188.0,0,private_rent,Cork,55.9,A,0
ECB-01351,31706.0,part_time,25-34,0.577,1.0,15487.0,1,social_rent,Dublin,100.0,A,0
ECB-01352,55079.0,employed,35-49,0.486,7.0,20820.0,0,private_rent,Dublin,43.1,A,0
ECB-01353,45037.0,employed,35-49,0.335,1.0,13367.0,0,mortgage,Galway,72.2,A,0
ECB-01354,27346.0,part_time,35-49,0.422,9.3,6701.0,1,mortgage,Galway,73.2,A,0
ECB-01355,75306.0,employed,25-34,0.192,6.3,5342.0,0,mortgage,Dublin,77.7,A,0
ECB-01356,53405.0,employed,50-64,0.711,12.4,26713.0,1,mortgage,Rural,58.7,A,0
ECB-01357,42757.0,employed,35-49,0.46,14.9,18565.0,0,living_with_family,Rural,67.4,B,0
ECB-01358,49838.0,self_employed,50-64,0.376,8.6,20308.0,0,mortgage,Dublin,57.8,A,1
ECB-01359,106527.0,employed,18-24,0.28,9.1,20705.0,1,mortgage,Dublin,100.0,A,0
ECB-01360,45358.0,self_employed,35-49,0.683,15.7,17372.0,0,mortgage,Dublin,51.6,B,0
ECB-01361,36994.0,employed,18-24,0.238,0.0,4015.0,0,private_rent,Cork,65.3,A,0
ECB-01362,17776.0,self_employed,35-49,0.657,16.0,12834.0,2,mortgage,Rural,51.1,B,0
ECB-01363,24458.0,employed,25-34,0.506,8.3,6621.0,2,owner,Galway,53.6,A,0
ECB-01364,37791.0,employed,65+,0.426,8.4,17368.0,0,social_rent,Dublin,26.8,A,0
ECB-01365,39969.0,employed,25-34,0.201,10.1,3993.0,0,mortgage,Cork,75.1,B,0
ECB-01366,36314.0,employed,35-49,0.143,8.1,1890.0,1,mortgage,Dublin,55.9,A,0
ECB-01367,49151.0,employed,25-34,0.668,1.2,17378.0,0,mortgage,Cork,48.7,B,0
ECB-01368,36104.0,employed,35-49,0.744,2.8,19983.0,0,private_rent,Cork,50.7,A,0
ECB-01369,27809.0,employed,35-49,0.351,17.0,6144.0,0,private_rent,Galway,68.5,B,0
ECB-01370,61432.0,employed,35-49,0.218,9.9,14419.0,0,social_rent,Galway,68.4,A,0
ECB-01371,30224.0,unemployed,25-34,0.434,16.2,10306.0,0,owner,Rural,68.5,A,0
ECB-01372,28333.0,employed,25-34,0.438,6.3,5506.0,1,living_with_family,Dublin,54.3,A,0
ECB-01373,29036.0,part_time,25-34,0.636,4.3,15697.0,0,private_rent,Limerick,70.8,B,0
ECB-01374,12000.0,unemployed,65+,0.155,4.7,1230.0,0,mortgage,Dublin,40.1,A,1
ECB-01375,24016.0,employed,35-49,0.325,13.5,6968.0,0,mortgage,Dublin,69.3,A,0
ECB-01376,32199.0,self_employed,18-24,0.303,6.6,9556.0,0,mortgage,Rural,60.5,B,0
ECB-01377,48179.0,part_time,65+,0.115,11.4,6290.0,1,social_rent,Limerick,21.6,A,0
ECB-01378,32846.0,self_employed,18-24,0.216,0.4,5755.0,2,mortgage,Dublin,100.0,A,0
ECB-01379,32298.0,employed,35-49,0.248,14.4,5161.0,1,mortgage,Cork,78.3,A,0
ECB-01380,47393.0,employed,50-64,0.523,7.6,17260.0,0,private_rent,Limerick,71.2,A,0
ECB-01381,47415.0,employed,50-64,0.296,7.6,9448.0,0,social_rent,Rural,74.1,A,0
ECB-01382,32751.0,employed,50-64,0.477,5.4,11094.0,0,private_rent,Galway,100.0,A,0
ECB-01383,39894.0,unemployed,35-49,0.451,6.4,6731.0,2,private_rent,Dublin,88.5,A,0
ECB-01384,14483.0,unemployed,65+,0.611,16.4,4845.0,0,owner,Cork,58.3,A,0
ECB-01385,49075.0,employed,18-24,0.03,0.0,1679.0,0,social_rent,Dublin,55.3,A,0
ECB-01386,38917.0,self_employed,65+,0.186,13.9,7898.0,1,mortgage,Dublin,42.1,A,0
ECB-01387,56840.0,employed,50-64,0.561,13.5,12390.0,0,owner,Galway,35.5,A,0
ECB-01388,28450.0,unemployed,65+,0.42,13.1,13548.0,2,living_with_family,Limerick,45.4,A,1
ECB-01389,98582.0,employed,25-34,0.446,14.0,43258.0,0,mortgage,Dublin,79.9,A,0
ECB-01390,12000.0,unemployed,25-34,0.429,15.5,1813.0,2,owner,Limerick,79.4,A,0
ECB-01391,47445.0,part_time,35-49,0.431,13.2,22113.0,0,private_rent,Limerick,79.1,A,0
ECB-01392,59716.0,employed,35-49,0.41,5.7,27383.0,0,mortgage,Limerick,58.7,A,1
ECB-01393,72297.0,employed,35-49,0.467,8.3,28785.0,1,owner,Dublin,77.9,A,0
ECB-01394,24966.0,part_time,65+,0.196,15.3,4809.0,0,private_rent,Cork,61.8,B,0
ECB-01395,42866.0,employed,35-49,0.105,6.1,2781.0,0,private_rent,Dublin,27.9,A,0
ECB-01396,63941.0,employed,25-34,0.163,5.9,8425.0,0,private_rent,Dublin,68.5,B,0
ECB-01397,25079.0,unemployed,35-49,0.604,5.6,14159.0,2,owner,Dublin,100.0,A,1
ECB-01398,94332.0,self_employed,25-34,0.568,21.7,42808.0,1,private_rent,Dublin,62.8,A,0
ECB-01399,45889.0,employed,25-34,0.651,7.1,17745.0,0,social_rent,Dublin,17.6,B,0
ECB-01400,39996.0,employed,25-34,0.383,14.1,13335.0,1,owner,Dublin,48.4,B,0
ECB-01401,15415.0,employed,50-64,0.497,4.0,7822.0,0,mortgage,Rural,35.3,A,0
ECB-01402,12000.0,unemployed,50-64,0.844,17.3,10319.0,1,owner,Limerick,56.6,A,0
ECB-01403,39050.0,employed,35-49,0.73,6.5,12997.0,1,mortgage,Cork,46.0,A,0
ECB-01404,28411.0,employed,35-49,0.201,8.8,4037.0,0,owner,Rural,84.8,A,0
ECB-01405,67263.0,employed,35-49,0.273,0.0,6990.0,1,private_rent,Dublin,82.0,A,0
ECB-01406,12000.0,unemployed,50-64,0.296,14.3,3040.0,1,living_with_family,Cork,74.2,A,0
ECB-01407,37213.0,employed,50-64,0.131,15.4,2650.0,0,mortgage,Rural,90.1,A,0
ECB-01408,23483.0,part_time,35-49,0.298,2.3,7652.0,0,private_rent,Cork,57.8,A,0
ECB-01409,80188.0,self_employed,50-64,0.242,14.6,16397.0,0,mortgage,Dublin,69.3,A,0
ECB-01410,21988.0,part_time,35-49,0.227,1.5,3350.0,0,owner,Cork,100.0,A,0
ECB-01411,20006.0,unemployed,35-49,0.95,11.8,17774.0,3,private_rent,Cork,78.5,A,0
ECB-01412,28415.0,part_time,50-64,0.44,7.0,6455.0,3,mortgage,Galway,73.5,B,1
ECB-01413,24506.0,unemployed,35-49,0.781,15.4,8095.0,0,living_with_family,Cork,54.2,A,1
ECB-01414,61527.0,employed,35-49,0.397,9.8,10251.0,0,private_rent,Cork,55.5,B,0
ECB-01415,25631.0,part_time,25-34,0.454,13.3,9502.0,1,owner,Dublin,44.9,B,0
ECB-01416,19561.0,employed,35-49,0.507,14.9,10532.0,2,mortgage,Cork,93.3,B,0
ECB-01417,42012.0,employed,35-49,0.311,7.0,6906.0,0,mortgage,Dublin,40.0,A,0
ECB-01418,25787.0,part_time,35-49,0.282,8.3,6977.0,1,social_rent,Rural,79.5,B,0
ECB-01419,16706.0,unemployed,35-49,0.321,2.7,2038.0,2,private_rent,Limerick,73.5,B,0
ECB-01420,30114.0,self_employed,25-34,0.213,6.9,4049.0,0,mortgage,Cork,34.1,B,0
ECB-01421,77917.0,employed,50-64,0.681,18.5,46310.0,0,mortgage,Limerick,88.6,A,0
ECB-01422,46917.0,employed,25-34,0.224,12.4,10609.0,1,private_rent,Dublin,63.3,A,0
ECB-01423,30816.0,employed,65+,0.646,8.1,21986.0,0,private_rent,Cork,28.2,A,0
ECB-01424,37941.0,employed,25-34,0.624,17.0,20268.0,0,owner,Cork,74.6,A,0
ECB-01425,111062.0,employed,35-49,0.38,10.5,30410.0,0,owner,Cork,53.2,A,0
ECB-01426,56591.0,employed,35-49,0.189,12.8,4270.0,0,owner,Limerick,59.3,B,0
ECB-01427,74743.0,employed,50-64,0.212,11.1,9043.0,0,mortgage,Rural,58.9,A,0
ECB-01428,18092.0,part_time,25-34,0.321,10.7,6322.0,1,mortgage,Cork,52.2,A,0
ECB-01429,30781.0,employed,50-64,0.606,0.0,15230.0,2,owner,Cork,41.6,B,1
ECB-01430,12011.0,unemployed,35-49,0.49,14.3,3677.0,1,mortgage,Galway,82.3,A,0
ECB-01431,50664.0,self_employed,35-49,0.047,0.0,1314.0,0,mortgage,Dublin,73.8,A,0
ECB-01432,38806.0,employed,35-49,0.297,13.8,5075.0,0,owner,Dublin,67.7,B,0
ECB-01433,33670.0,employed,18-24,0.273,5.0,8730.0,0,social_rent,Rural,56.4,B,1
ECB-01434,39584.0,employed,35-49,0.23,12.8,6187.0,0,private_rent,Rural,68.9,A,0
ECB-01435,12000.0,unemployed,25-34,0.583,9.3,7688.0,0,mortgage,Rural,54.8,A,1
ECB-01436,43005.0,employed,25-34,0.332,13.9,10184.0,0,mortgage,Dublin,54.4,A,0
ECB-01437,76953.0,employed,35-49,0.167,8.6,12934.0,1,mortgage,Dublin,98.8,A,0
ECB-01438,12000.0,unemployed,35-49,0.521,10.0,2840.0,0,social_rent,Cork,78.9,B,0
ECB-01439,17167.0,unemployed,18-24,0.35,6.6,2831.0,0,private_rent,Rural,52.9,B,0
ECB-01440,86772.0,employed,18-24,0.611,14.3,30136.0,0,mortgage,Dublin,41.1,A,0
ECB-01441,42940.0,employed,25-34,0.385,11.6,8317.0,0,social_rent,Dublin,37.4,A,0
ECB-01442,36754.0,employed,25-34,0.349,1.7,14498.0,0,social_rent,Dublin,56.6,A,0
ECB-01443,70679.0,employed,35-49,0.174,5.6,12257.0,0,social_rent,Limerick,69.9,A,0
ECB-01444,29944.0,employed,25-34,0.567,11.6,10675.0,0,mortgage,Limerick,70.1,A,0
ECB-01445,46156.0,self_employed,50-64,0.458,15.1,16193.0,1,owner,Limerick,70.7,A,0
ECB-01446,12000.0,unemployed,25-34,0.473,4.7,4410.0,4,private_rent,Dublin,69.0,B,1
ECB-01447,20100.0,employed,18-24,0.37,16.1,6220.0,0,mortgage,Limerick,49.3,A,0
ECB-01448,43547.0,self_employed,50-64,0.046,9.4,858.0,0,private_rent,Cork,95.1,A,0
ECB-01449,26409.0,employed,25-34,0.338,10.7,5621.0,1,private_rent,Dublin,64.4,A,1
ECB-01450,25883.0,part_time,35-49,0.559,2.0,6062.0,1,mortgage,Dublin,68.3,B,1
ECB-01451,69314.0,self_employed,65+,0.399,19.3,30033.0,0,mortgage,Cork,35.2,B,0
ECB-01452,66595.0,part_time,65+,0.366,11.2,16414.0,0,mortgage,Dublin,57.6,A,0
ECB-01453,17022.0,unemployed,50-64,0.492,4.6,7802.0,2,mortgage,Rural,100.0,A,1
ECB-01454,66389.0,employed,18-24,0.528,2.9,38122.0,0,private_rent,Cork,45.2,B,0
ECB-01455,55800.0,employed,35-49,0.413,15.7,13772.0,0,private_rent,Cork,47.9,A,0
ECB-01456,39246.0,employed,65+,0.481,15.9,7938.0,2,mortgage,Galway,36.4,A,0
ECB-01457,19611.0,employed,65+,0.36,8.9,4368.0,1,private_rent,Galway,46.0,A,0
ECB-01458,30538.0,unemployed,25-34,0.445,5.7,12040.0,4,mortgage,Dublin,53.6,B,0
ECB-01459,29083.0,employed,35-49,0.592,15.8,12902.0,0,private_rent,Galway,49.3,A,0
ECB-01460,53864.0,part_time,25-34,0.321,7.3,7090.0,1,mortgage,Dublin,67.1,A,0
ECB-01461,59371.0,employed,25-34,0.197,11.4,4743.0,0,private_rent,Cork,96.1,A,0
ECB-01462,30055.0,employed,35-49,0.277,12.7,7586.0,1,private_rent,Limerick,65.3,A,0
ECB-01463,53659.0,employed,25-34,0.197,0.0,9913.0,0,mortgage,Galway,66.3,A,0
ECB-01464,109584.0,self_employed,25-34,0.371,15.1,17804.0,0,private_rent,Cork,69.2,B,0
ECB-01465,83758.0,self_employed,18-24,0.201,0.1,16573.0,0,social_rent,Dublin,74.7,B,0
ECB-01466,37022.0,employed,35-49,0.297,6.6,6891.0,0,mortgage,Cork,92.7,A,0
ECB-01467,33847.0,employed,25-34,0.655,16.5,8972.0,1,private_rent,Dublin,72.3,A,0
ECB-01468,27220.0,part_time,35-49,0.514,16.0,8641.0,2,living_with_family,Rural,63.0,B,0
ECB-01469,38955.0,employed,25-34,0.44,11.1,16005.0,2,social_rent,Cork,45.2,B,0
ECB-01470,28003.0,unemployed,65+,0.137,17.3,3360.0,1,mortgage,Rural,65.3,A,0
ECB-01471,65044.0,employed,25-34,0.37,13.6,17710.0,0,private_rent,Cork,52.8,A,0
ECB-01472,21774.0,employed,35-49,0.03,15.9,500.0,0,living_with_family,Rural,52.2,A,1
ECB-01473,57320.0,employed,25-34,0.491,16.6,19263.0,0,private_rent,Dublin,71.5,A,0
ECB-01474,43020.0,employed,18-24,0.171,5.1,4819.0,2,owner,Dublin,95.7,A,0
ECB-01475,47415.0,employed,25-34,0.125,4.7,3925.0,1,owner,Dublin,81.1,A,0
ECB-01476,52158.0,employed,18-24,0.404,3.2,15624.0,0,private_rent,Dublin,67.3,A,0
ECB-01477,25191.0,unemployed,25-34,0.447,9.2,8038.0,2,mortgage,Rural,45.3,B,0
ECB-01478,65163.0,employed,35-49,0.605,8.2,17021.0,1,mortgage,Limerick,90.4,B,0
ECB-01479,29949.0,employed,35-49,0.537,3.2,9365.0,0,mortgage,Galway,62.0,B,0
ECB-01480,45416.0,employed,18-24,0.065,6.8,1344.0,0,private_rent,Cork,62.8,A,0
ECB-01481,38107.0,employed,35-49,0.322,0.3,10208.0,0,mortgage,Galway,78.0,A,0
ECB-01482,21877.0,self_employed,35-49,0.215,8.9,3237.0,0,social_rent,Galway,59.9,A,1
ECB-01483,44391.0,employed,25-34,0.309,9.3,12188.0,0,private_rent,Rural,54.4,A,0
ECB-01484,106952.0,self_employed,35-49,0.338,9.1,15168.0,2,living_with_family,Galway,56.2,A,0
ECB-01485,21581.0,employed,18-24,0.347,8.9,4684.0,0,social_rent,Limerick,56.1,A,0
ECB-01486,14530.0,unemployed,25-34,0.851,12.2,6112.0,1,mortgage,Dublin,42.7,B,0
ECB-01487,40920.0,employed,35-49,0.414,20.1,7171.0,0,private_rent,Rural,40.7,B,0
ECB-01488,32907.0,part_time,65+,0.064,10.8,2051.0,0,owner,Dublin,69.5,A,0
ECB-01489,27212.0,employed,65+,0.139,15.0,1720.0,0,living_with_family,Cork,59.0,B,0
ECB-01490,24556.0,employed,65+,0.104,14.6,1246.0,0,mortgage,Rural,37.2,A,0
ECB-01491,15547.0,part_time,35-49,0.347,9.4,3473.0,0,private_rent,Dublin,84.0,A,1
ECB-01492,84874.0,self_employed,18-24,0.227,0.0,11273.0,1,social_rent,Dublin,73.6,A,0
ECB-01493,18578.0,part_time,25-34,0.309,2.3,6232.0,0,owner,Cork,62.2,A,0
ECB-01494,37242.0,employed,25-34,0.445,8.5,18908.0,0,social_rent,Cork,45.9,A,0
ECB-01495,120221.0,self_employed,18-24,0.233,0.0,19285.0,1,owner,Rural,74.1,A,1
ECB-01496,20776.0,part_time,18-24,0.282,2.8,2991.0,0,mortgage,Rural,100.0,A,0
ECB-01497,48958.0,self_employed,35-49,0.143,5.1,5256.0,0,mortgage,Cork,63.3,B,0
ECB-01498,75261.0,employed,25-34,0.152,7.0,8547.0,1,mortgage,Rural,86.0,A,0
ECB-01499,73650.0,self_employed,25-34,0.087,14.4,4632.0,0,private_rent,Galway,64.2,A,0
ECB-01500,25611.0,self_employed,50-64,0.536,2.9,5032.0,0,social_rent,Rural,84.6,A,0
ECB-01501,12000.0,unemployed,25-34,0.391,13.0,2124.0,1,mortgage,Dublin,65.3,A,0
ECB-01502,53427.0,employed,50-64,0.435,5.5,10767.0,0,private_rent,Cork,24.7,A,0
ECB-01503,111086.0,employed,25-34,0.551,6.2,38659.0,0,social_rent,Dublin,55.0,A,0
ECB-01504,18470.0,part_time,35-49,0.504,10.9,7577.0,0,private_rent,Dublin,65.4,B,1
ECB-01505,37342.0,employed,25-34,0.654,7.1,25704.0,1,owner,Limerick,87.5,A,1
ECB-01506,34919.0,part_time,35-49,0.303,3.9,5590.0,0,living_with_family,Dublin,65.2,A,0
ECB-01507,61626.0,employed,25-34,0.393,6.6,23426.0,2,owner,Galway,68.5,A,0
ECB-01508,56997.0,employed,25-34,0.362,0.0,10965.0,1,private_rent,Limerick,52.4,B,0
ECB-01509,19754.0,part_time,35-49,0.376,10.5,2795.0,1,private_rent,Dublin,96.1,A,0
ECB-01510,36702.0,employed,25-34,0.262,0.0,8366.0,1,private_rent,Cork,95.0,A,0
ECB-01511,46241.0,employed,25-34,0.322,13.1,7776.0,0,owner,Limerick,50.8,B,0
ECB-01512,82293.0,self_employed,65+,0.585,16.7,52254.0,0,owner,Rural,24.7,A,0
ECB-01513,25969.0,part_time,18-24,0.662,12.8,18866.0,0,private_rent,Dublin,35.5,A,1
ECB-01514,28622.0,part_time,35-49,0.15,19.8,1858.0,0,owner,Rural,78.9,A,0
ECB-01515,29388.0,employed,35-49,0.175,13.4,2598.0,1,mortgage,Rural,70.4,A,0
ECB-01516,97061.0,employed,25-34,0.821,5.2,41306.0,1,private_rent,Galway,48.9,B,1
ECB-01517,17494.0,unemployed,35-49,0.364,19.8,6880.0,2,private_rent,Cork,72.9,A,0
ECB-01518,75735.0,employed,18-24,0.13,0.0,4053.0,1,mortgage,Limerick,45.9,A,0
ECB-01519,47262.0,employed,50-64,0.421,0.0,18942.0,0,mortgage,Rural,82.3,A,0
ECB-01520,48454.0,employed,25-34,0.249,18.1,6994.0,0,living_with_family,Dublin,61.1,A,0
ECB-01521,23739.0,employed,25-34,0.133,11.6,2584.0,0,mortgage,Rural,48.5,A,0
ECB-01522,12000.0,part_time,25-34,0.38,0.0,2241.0,0,owner,Rural,56.4,B,0
ECB-01523,50783.0,part_time,50-64,0.294,1.5,14854.0,0,mortgage,Cork,60.8,A,0
ECB-01524,43467.0,self_employed,50-64,0.397,11.4,15319.0,0,mortgage,Limerick,69.6,B,0
ECB-01525,46052.0,employed,65+,0.226,9.0,3820.0,0,living_with_family,Cork,68.0,B,0
ECB-01526,26580.0,employed,35-49,0.637,4.7,9141.0,1,mortgage,Limerick,88.1,A,0
ECB-01527,27952.0,employed,35-49,0.504,18.7,10188.0,0,owner,Rural,65.9,B,0
ECB-01528,67689.0,employed,35-49,0.374,19.7,19599.0,0,mortgage,Dublin,59.6,B,0
ECB-01529,102034.0,employed,50-64,0.375,9.3,38749.0,0,owner,Dublin,57.8,A,0
ECB-01530,35257.0,employed,35-49,0.403,7.7,9368.0,1,mortgage,Dublin,36.2,A,0
ECB-01531,63081.0,employed,25-34,0.432,13.2,29731.0,1,living_with_family,Rural,67.7,A,0
ECB-01532,50793.0,employed,35-49,0.286,5.6,7330.0,0,private_rent,Cork,52.7,A,0
ECB-01533,39751.0,self_employed,35-49,0.455,0.0,18729.0,0,owner,Rural,84.9,B,0
ECB-01534,107300.0,employed,25-34,0.418,0.0,48183.0,0,mortgage,Cork,64.4,A,0
ECB-01535,38027.0,employed,35-49,0.279,8.1,9020.0,2,owner,Dublin,81.4,A,0
ECB-01536,50528.0,part_time,25-34,0.504,13.1,28642.0,0,owner,Rural,59.3,A,0
ECB-01537,34324.0,part_time,50-64,0.248,8.6,5776.0,0,private_rent,Galway,55.8,A,0
ECB-01538,25823.0,part_time,35-49,0.237,12.7,5571.0,1,mortgage,Cork,73.9,B,0
